titulo,empresa,pais,fecha_captura,descripcion,modalidad,tipo_horario,fecha_publicacion,grupo,es_ti,nivel_seniority,es_remoto,largo_descripcion,categoria_horario_modalidad
administrador de networking tipo 3,administrador de networking tipo 3,chile,2026-05-02 04:10:53,"Administrador de Networking Tipo 3 Importante empresa del sector Santiago - Providencia, R.Metropolitana Presencial y remoto Hace 19 horas...",remoto,full time,Hace 19 horas,Lizette-Sanmartin,False,No especificado,True,141,Remoto FT
administrador de obra (proyecto industrializado) - rm,ebco,chile,2026-05-02 03:59:02,"Hace 57 días Administrador de Obra (Proyecto Industrializado) - RM EBCO La Serena, Coquimbo ...buscando un Administrador de Obra para...",presencial,no especificado,Hace 57 días,denisBaez,False,No especificado,False,136,Otro
administrador de propiedades,"empresa confidencial, santiago",chile,2026-05-02 03:43:30,"Importante empresa ubicada en santiago centro, se encuentra en búsqueda de un administrador… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,100,Presencial FT
administrador de sistemas junior - contrato indefinido - presencial,perceptual consultores,chile,2026-05-02 03:59:02,"Publicada ayer Administrador de Sistemas Junior - Contrato Indefinido - Presencial Perceptual Consultores Santiago, Metropolitana de Santiago ...de un(a) Administrador(a) de Sistemas...",presencial,no especificado,Publicada ayer,denisBaez,True,Junior,False,185,Otro
administrador de sistemas junior,administrador de sistemas junior,chile,2026-05-02 04:10:39,"Administrador de Sistemas Junior 3,0 Perceptual Consultores Ltda. Santiago Centro, R.Metropolitana $ 700.000,00 (Mensual) Hace 14 horas...",presencial,full time,Hace 14 horas,Lizette-Sanmartin,True,Junior,False,138,Presencial FT
administrador de sistemas y seguridad informática,administrador de sistemas y seguridad informática,chile,2026-05-02 04:10:08,"Se precisa Urgente Empleo destacado Administrador de Sistemas y Seguridad Informática Ingenieria informatica Kibernum S.A. Santiago Centro, R.Metropol...",remoto,full time,Hace 5 días,Lizette-Sanmartin,True,No especificado,True,153,Remoto FT
administrador de contrato - carguío y transporte zona centro - copia,empresa destacada,chile,2026-03-01 04:07:20,Oferta para el area de transporte,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,33,Presencial FT
administrador de contrato - experiencia obras…,"ingenet ltda, valparaíso",chile,2026-05-02 03:50:12,"Ingenet ltda requiere a un/a ingeniero civil, constructor civil, ingeniero en construcción o… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,101,Presencial FT
administrador de contrato mantenimiento de equipos…,"empresa de servicios mineros,.., antofagasta",chile,2026-05-02 03:43:28,"Empresa dedicada al mantenimiento de equipos mineros, busca administrador de contrato para faena… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,105,Presencial FT
administrador de contrato,administrador de contrato,chile,2026-05-02 04:12:17,"Administrador de contrato Aliservice Puerto Montt, Los Lagos Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,76,Presencial FT
administrador logístico,"transportes, punta arenas",chile,2026-05-02 03:45:32,Se busca administrativo logístico – punta arenas empresa del rubro logístico busca incorporar… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,102,Presencial FT
administrador/a de contrato – servicios de administración y logística,global talent,chile,2026-03-01 03:55:48,"Administrador/a de Contrato – Servicios de Administración y Logística Cachapoal, Machalí Global Talent Open job preview for: Administrador/a de Contra...",presencial,full time,,giannella-rieu,False,No especificado,False,153,Presencial FT
administrador/a de contrato,administrador/a de contrato,chile,2026-05-02 04:12:29,"Administrador/a de Contrato J.E.J INGENIERIA S.A Tierra Amarilla, Atacama Hace 4 horas...",presencial,full time,Hace 4 horas,Lizette-Sanmartin,False,No especificado,False,89,Presencial FT
administrador/a de proyectos (la serena),mallplaza chile,chile,2026-03-01 19:48:07,Administrador/a de Proyectos (La Serena) La Serena Mallplaza Chile Open job preview for: Administrador/a de Proyectos (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,144,Presencial FT
administrativa contable,administrativa contable,chile,2026-05-02 04:12:11,"Administrativa Contable ENRIQUE GASTON ESCOBAR ESPINOZA INGENIERIA Santiago - Las condes, R.Metropolitana $ 700.000,00 (Mensual) Más de 30 días...",presencial,full time,Más de 30 días,Lizette-Sanmartin,False,No especificado,False,146,Presencial FT
"administrativa de administración de personal y remuneraciones, concepción","administrativa de administración de personal y remuneraciones, concepción",chile,2026-05-02 04:11:24,"Administrativa de Administración de personal y remuneraciones, Concepción Importante empresa del sector Concepción, Bíobío $ 800.000,00 (Mensual) Hace...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,153,Presencial FT
"administrativa de administración de personal y remuneraciones, puerto montt","administrativa de administración de personal y remuneraciones, puerto montt",chile,2026-05-02 04:11:24,"Empleo destacado Administrativa de Administración de personal y remuneraciones, Puerto Montt Vista Importante empresa del sector Puerto Montt, Los Lag...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,153,Presencial FT
administrativo (a) de bodega (maquinaria pesada / mineria),administrativo (a) de bodega (maquinaria pesada / mineria),chile,2026-05-02 04:12:28,"Administrativo (a) de bodega (Maquinaria pesada / Mineria) 4,2 Eurofirms Chile Copiapó, Atacama Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,111,Presencial FT
administrativo - providencia,achs servicios,chile,02/05/2026,"¡En Achs Servicios te estamos buscando!Somos una Empresa de servicios, que cuenta con el respaldo y trayectoria de la mutualidad líder en Chile. Nuestra misión es entregar confianza, seguridad y...",híbrido,jornada completa,02/05/2026,sofiaUrquieta,False,No especificado,False,197,Otro
administrativo afp,empresa destacada,chile,2026-03-01 04:05:42,Oferta para el area de administracion,híbrido,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,37,Otro
administrativo centros recreacionales y deportivo (área…,"importante empresa, santiago",chile,2026-05-02 03:49:16,Nos encontramos en búsqueda de administrativo de centros recreacionales para desempeñarse en el… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,104,Presencial FT
administrativo comercio exterior,empresa destacada,chile,2026-03-01 04:07:59,Oferta para el area de comercio-exterior,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,40,Presencial FT
administrativo contable (la serena),hotel club la serena,chile,2026-03-01 19:55:55,Administrativo Contable (La Serena) La Serena HOTEL CLUB LA SERENA Open job preview for: Administrativo Contable (La Serena) - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,139,Presencial FT
administrativo informático - santiago,corporación administrativa del poder judicial,chile,2026-05-02 04:00:03,"Hace 4 días Administrativo Informático - Santiago Corporación Administrativa del Poder Judicial Santiago, Metropolitana de Santiago Se busca a un/a profesional del área...",presencial,no especificado,Hace 4 días,denisBaez,True,No especificado,False,171,Otro
administrativo logístico y compras / técnico en logística o técnico en administración /lampa,administrativo logístico y compras / técnico en logística o técnico en administración /lampa,chile,2026-05-02 04:12:01,"Se precisa Urgente Empleo destacado Administrativo Logístico y Compras / Técnico en Logística o Técnico en Administración /Lampa 4,2 Progestion Chile ...",presencial,full time,6 de abril,Lizette-Sanmartin,False,No especificado,False,153,Presencial FT
administrativo recursos humanos,"buses jm, calama",chile,2026-05-02 03:47:55,Nos encontramos en búsqueda de un administrativo de rrhh en la ciudad de… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,81,Presencial FT
administrativo servicios operaciones,alsea colombia,chile,02/05/2026,"Estamos en búsqueda de nuestro/a próximo/a Administrativo Servicio Operaciones para ser parte del equipo de Domino`s Pizza, quien deberá brindar soporte operativo a los puntos de venta, realizando el ...",híbrido,jornada completa,02/05/2026,sofiaUrquieta,False,No especificado,False,203,Otro
administrativo atención clientes antofagasta,"industria antofagasta, antofagasta",chile,2026-05-02 03:43:35,Empresa del rubro industrial se encuentra en busca de persona responsable para el… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,90,Presencial FT
administrativo de bodega senior la serena,entel connect center,chile,2026-03-01 19:48:22,Administrativo de Bodega Senior La Serena La Serena Entel Connect Center Open job preview for: Administrativo de Bodega Senior La Serena - La Serena...,presencial,full time,,giannella-rieu,False,Senior,False,151,Presencial FT
administrativo de cobranza - la serena turno pm,empresa confidencial,chile,2026-05-02 03:59:02,"Hace 25 días Administrativo de Cobranza - La Serena Turno PM Empresa Confidencial La Serena, Coquimbo Empresa de consumo masivo se encuentra...",presencial,por turnos,Hace 25 días,denisBaez,False,No especificado,False,143,Otro
administrativo de compras /antofagasta,administrativo de compras /antofagasta,chile,2026-05-02 04:12:29,"Administrativo de Compras /Antofagasta 4,3 Cygnus Antofagasta, Antofagasta Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,90,Presencial FT
administrativo de compras /santiago,administrativo de compras /santiago,chile,2026-05-02 04:12:29,"Administrativo de Compras /Santiago 4,3 Cygnus Santiago Centro, R.Metropolitana Hace 3 horas...",presencial,full time,Hace 3 horas,Lizette-Sanmartin,False,No especificado,False,95,Presencial FT
administrativo de logística y operaciones,empresa destacada,chile,2026-03-01 04:06:07,Oferta para el area de logistica,presencial,full time,Reciente,Nicolas-Jorgensen,False,No especificado,False,32,Presencial FT
administrativo de obra,constructora del arte,chile,2026-03-01 19:48:06,Administrativo de Obra La Serena Constructora del Arte Open job preview for: Administrativo de Obra - La Serena...,presencial,full time,,giannella-rieu,False,No especificado,False,114,Presencial FT
administrativo de producción// antofagasta,administrativo de producción// antofagasta,chile,2026-05-02 04:10:26,"Empleo destacado Administrativo de Producción// Antofagasta workforce staffing est SPA Antofagasta, Antofagasta Hace 2 horas...",presencial,full time,Hace 2 horas,Lizette-Sanmartin,False,No especificado,False,127,Presencial FT
administrativo de rrhh 800.000 liquido san bernardo,administrativo de rrhh 800.000 liquido san bernardo,chile,2026-05-02 04:12:35,"Administrativo de RRHH 800.000 liquido San bernardo Thompson Consulting San Bernardo, R.Metropolitana $ 700.000,00 (Mensual) Hace 4 horas...",presencial,full time,Hace 4 horas,Lizette-Sanmartin,False,No especificado,False,140,Presencial FT
administrativo de recursos humanos - minería,psinet chile s.a,chile,2026-05-02 03:59:02,"Hace 3 días Administrativo de Recursos Humanos - Minería PSINET CHILE S.A Las Condes, Metropolitana de Santiago Somos PSINet, CTR y FOA, un grupo líder... Destacada",presencial,no especificado,Hace 3 días,denisBaez,False,No especificado,False,164,Otro
administrativo de salud /antofagasta,empresa destacada,chile,2026-03-01 04:06:47,Oferta para el area de salud,remoto,full time,Reciente,Nicolas-Jorgensen,False,No especificado,True,28,Remoto FT
administrativo de servicio técnico,"open channels s.a., santiago",chile,2026-05-02 03:43:29,"Importante empresa del rubro audio visual líder en su área, ubicada en huechuraba,… Ver más",presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,91,Presencial FT
administrativo de ventas,indumotora,chile,2026-05-02 03:59:02,"Hace 2 días Administrativo de Ventas Indumotora Santiago, Metropolitana de Santiago ¿Estás en búsqueda de un nuevo desafío... Destacada",presencial,no especificado,Hace 2 días,denisBaez,False,No especificado,False,135,Otro
administrativo en transporte logístico,sertrans ltda,chile,2026-03-01 19:50:46,Administrativo en Transporte Logístico San Bernardo SERTRANS LTDA Open job preview for: Administrativo en Transporte Logístico - San Bernardo...,presencial,full time,,giannella-rieu,False,No especificado,False,144,Presencial FT
administrativo para transporte logístico,sertrans ltda,chile,2026-03-01 19:50:46,Administrativo para Transporte Logístico San Bernardo SERTRANS LTDA Open job preview for: Administrativo para Transporte Logístico - San Bernardo...,presencial,full time,,giannella-rieu,False,No especificado,False,148,Presencial FT
administrativo ventas y recaudación antofagasta,"industria antofagasta, antofagasta",chile,2026-05-02 03:44:04,Empresa del rubro industrial se encuentra en busca de persona responsable para el… Ver más,presencial,full time,Reciente,Benjamin-Ramirez,False,No especificado,False,90,Presencial FT
administrativo(a) con conocimiento operacional,grupo imsi,chile,2026-03-01 19:50:33,Administrativo(a) con conocimiento Operacional Renca GRUPO IMSI Open job preview for: Administrativo(a) con conocimiento Operacional - Renca...,presencial,full time,,giannella-rieu,False,No especificado,False,143,Presencial FT
